contig_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
WMC0038064,0.54747444,-0.4102295,-0.10292802,-0.26703945,0.39634922,-0.6262568,0.3638641,0.5466824,-0.5322256,0.5011125,-0.48937932,0.14720641,-0.53911495,0.49433613,0.27598903,-0.50165665,-0.41999695,-0.834696,0.07067106,0.063678004,0.17972629,-0.34929204,0.33215922,-0.13398029,0.4735176,0.18254995,0.18750079,0.44292834,-0.2994296,-0.14919205
WMC0038063,0.54747444,-0.4102295,-0.10292802,-0.26703945,0.39634922,-0.6262568,0.3638641,0.5466824,-0.5322256,0.5011125,-0.48937932,0.14720641,-0.53911495,0.49433613,0.27598903,-0.50165665,-0.41999695,-0.834696,0.07067106,0.063678004,0.17972629,-0.34929204,0.33215922,-0.13398029,0.4735176,0.18254995,0.18750079,0.44292834,-0.2994296,-0.14919205
WMC0037903,0.54747444,-0.4102295,-0.10292802,-0.26703945,0.39634922,-0.6262568,0.3638641,0.5466824,-0.5322256,0.5011125,-0.48937932,0.14720641,-0.53911495,0.49433613,0.27598903,-0.50165665,-0.41999695,-0.834696,0.07067106,0.063678004,0.17972629,-0.34929204,0.33215922,-0.13398029,0.4735176,0.18254995,0.18750079,0.44292834,-0.2994296,-0.14919205
WMC0038676,0.54747444,-0.4102295,-0.10292802,-0.26703945,0.39634922,-0.6262568,0.3638641,0.5466824,-0.5322256,0.5011125,-0.48937932,0.14720641,-0.53911495,0.49433613,0.27598903,-0.50165665,-0.41999695,-0.834696,0.07067106,0.063678004,0.17972629,-0.34929204,0.33215922,-0.13398029,0.4735176,0.18254995,0.18750079,0.44292834,-0.2994296,-0.14919205
WMC0038573,0.54747444,-0.4102295,-0.10292802,-0.26703945,0.39634922,-0.6262568,0.3638641,0.5466824,-0.5322256,0.5011125,-0.48937932,0.14720641,-0.53911495,0.49433613,0.27598903,-0.50165665,-0.41999695,-0.834696,0.07067106,0.063678004,0.17972629,-0.34929204,0.33215922,-0.13398029,0.4735176,0.18254995,0.18750079,0.44292834,-0.2994296,-0.14919205
W686262,0.6729058,-0.15235475,0.39989156,0.0056209387,0.38280895,-0.67633116,-0.67006415,0.4017301,-0.41234124,0.32277587,0.33666998,0.053880405,-0.23919085,0.3688175,0.112099424,-0.024233837,0.046317346,-0.71275413,0.9612416,-0.081579395,0.33728084,-0.79365003,-0.21262155,0.17543647,0.2276026,0.17668208,0.3030186,0.3926026,-0.54893225,-0.0043470403
W692523,0.15624948,-0.3160078,-0.2152038,-0.38449517,-0.11179196,-0.056501046,0.45569646,-1.1453891,-0.26241326,-0.31336436,-0.032838948,0.08203504,0.6389702,0.13890828,0.15465295,-0.4188258,0.37022778,-0.9680888,0.011136938,0.31932235,0.2822122,-0.112537764,0.30150124,-0.6585757,-0.105082415,0.6193788,0.10779875,-0.47250754,-0.39986986,-0.0690747
W693100,0.15624948,-0.3160078,-0.2152038,-0.38449517,-0.11179196,-0.056501046,0.45569646,-1.1453891,-0.26241326,-0.31336436,-0.032838948,0.08203504,0.6389702,0.13890828,0.15465295,-0.4188258,0.37022778,-0.9680888,0.011136938,0.31932235,0.2822122,-0.112537764,0.30150124,-0.6585757,-0.105082415,0.6193788,0.10779875,-0.47250754,-0.39986986,-0.0690747
WMC0038608,-0.41889706,0.61106694,-0.087725066,0.3579163,0.46918014,-0.6620673,0.13334672,0.22174942,-0.44600806,-0.6470179,-0.5481299,-0.31703287,0.13593951,-0.53376675,0.121567935,-0.23642018,-0.02433957,-0.7093123,0.20166601,-0.29531413,0.4651844,0.6426267,0.5054455,-0.14994349,0.13618325,-0.047629133,0.15014447,0.2624153,0.4009828,0.27405325
W683957,-0.77194965,0.356587,0.58553,0.1797226,-0.4974717,0.08673277,-0.56215703,-0.81315655,0.29180428,0.27300832,0.17215568,0.119657286,-0.23999335,-0.085901804,0.4004124,0.23443335,0.19621602,-0.4160517,0.33241695,-0.98457956,0.38060206,-0.032362256,-0.11543712,0.22793539,-0.035062294,0.013424891,0.29483393,0.21683167,0.37019375,0.16140191
W695176,-0.57204556,0.5084762,0.61893415,0.26364568,-0.37162986,-0.50774086,0.00038049612,-0.78126895,0.81027263,-0.645952,0.5024498,-0.19516674,-0.17225778,0.39796108,-0.24447578,0.32428643,-0.56140816,-0.3235186,0.73823565,-0.19826561,0.3317935,0.3119741,0.38030753,0.5154654,0.1286808,-0.417489,-0.075214915,-0.4698382,0.7321568,-0.18501723
W684255,0.308628,1.0555296,-0.21152806,0.105898306,-0.67601335,-0.7927706,0.27403378,0.0353234,0.15945533,-0.6559255,-0.32295546,0.12654358,-0.23843332,-0.8346175,0.6338007,-0.47022668,-0.045549244,0.18085359,-0.5722751,-0.43909457,0.39460564,0.31367552,-0.39504582,-0.60937357,0.2794135,-0.3339738,-0.30438924,0.09533811,0.5502353,0.22506148
W686648,0.308628,1.0555296,-0.21152806,0.105898306,-0.67601335,-0.7927706,0.27403378,0.0353234,0.15945533,-0.6559255,-0.32295546,0.12654358,-0.23843332,-0.8346175,0.6338007,-0.47022668,-0.045549244,0.18085359,-0.5722751,-0.43909457,0.39460564,0.31367552,-0.39504582,-0.60937357,0.2794135,-0.3339738,-0.30438924,0.09533811,0.5502353,0.22506148
W688613,0.6387174,0.74288565,-0.37352198,-0.19011655,-0.7110467,-0.88835806,-0.19432254,0.018812876,0.46681827,0.3896943,-0.7948661,0.33959913,0.4443858,-0.23101047,-0.04789342,0.28988293,0.03869859,0.0269409,0.8244075,-0.97475034,0.28653747,0.083482794,0.38325256,0.028170278,0.39541936,-0.29237267,0.030042103,0.07029857,0.18898755,0.07603104
WMC286758,0.025782824,0.98204184,-0.43938756,0.17133826,-0.52695155,-0.8433094,-0.058346834,-0.0522873,-0.38362622,-0.0391657,-0.43811813,0.5435466,-0.6178436,0.45169774,0.5666632,0.24172711,-0.540547,-0.5508201,0.41314748,-0.8155768,0.17032586,0.18142089,0.30357444,-0.15242474,0.39480734,0.18134534,0.2685455,-0.18303342,-0.12622838,-0.120532155
WMC287522,0.025782824,0.98204184,-0.43938756,0.17133826,-0.52695155,-0.8433094,-0.058346834,-0.0522873,-0.38362622,-0.0391657,-0.43811813,0.5435466,-0.6178436,0.45169774,0.5666632,0.24172711,-0.540547,-0.5508201,0.41314748,-0.8155768,0.17032586,0.18142089,0.30357444,-0.15242474,0.39480734,0.18134534,0.2685455,-0.18303342,-0.12622838,-0.120532155
WMC289584,0.025782824,0.98204184,-0.43938756,0.17133826,-0.52695155,-0.8433094,-0.058346834,-0.0522873,-0.38362622,-0.0391657,-0.43811813,0.5435466,-0.6178436,0.45169774,0.5666632,0.24172711,-0.540547,-0.5508201,0.41314748,-0.8155768,0.17032586,0.18142089,0.30357444,-0.15242474,0.39480734,0.18134534,0.2685455,-0.18303342,-0.12622838,-0.120532155
WMC291204,0.025782824,0.98204184,-0.43938756,0.17133826,-0.52695155,-0.8433094,-0.058346834,-0.0522873,-0.38362622,-0.0391657,-0.43811813,0.5435466,-0.6178436,0.45169774,0.5666632,0.24172711,-0.540547,-0.5508201,0.41314748,-0.8155768,0.17032586,0.18142089,0.30357444,-0.15242474,0.39480734,0.18134534,0.2685455,-0.18303342,-0.12622838,-0.120532155
W702955,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
W702816,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
W703164,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
W703433,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
W703165,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
W703177,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
W703259,0.52927893,0.8866699,-0.10829897,0.1835166,-0.6162723,-0.73793733,0.3856182,-0.61781734,-0.38005036,-0.72816664,0.041294035,0.24091528,-0.3668886,0.13756183,0.9805285,-0.55367416,0.04398773,-0.0667322,0.12475334,-0.008318195,0.20297877,-0.3946598,0.22469272,-0.9947211,0.3396207,0.28036314,0.27275884,0.115301445,-0.1439943,0.03536126
W703381,0.52927893,0.8866699,-0.10829897,0.1835166,-0.6162723,-0.73793733,0.3856182,-0.61781734,-0.38005036,-0.72816664,0.041294035,0.24091528,-0.3668886,0.13756183,0.9805285,-0.55367416,0.04398773,-0.0667322,0.12475334,-0.008318195,0.20297877,-0.3946598,0.22469272,-0.9947211,0.3396207,0.28036314,0.27275884,0.115301445,-0.1439943,0.03536126
W703712,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
W703884,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
W703853,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
W703722,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
W703626,0.52927893,0.8866699,-0.10829887,0.18351659,-0.6162723,-0.73793733,0.38561827,-0.6178171,-0.38005036,-0.7281665,0.04129403,0.24091528,-0.3668886,0.13756181,0.9805285,-0.55367416,0.043987747,-0.0667323,0.12475326,-0.008318195,0.20297882,-0.3946598,0.2246927,-0.9947211,0.33962068,0.28036314,0.2727588,0.11530143,-0.1439943,0.03536128
WMC627688,0.36969325,0.51781666,0.6846408,-0.37151933,-0.36894807,-0.0824413,0.09422361,-0.5305068,-0.41284925,-0.8179506,0.33775556,-0.072061546,-0.59326106,-0.9044973,-0.40202865,0.10070617,-0.41385326,-0.62990767,0.095031925,0.49270746,0.44978455,-0.30973798,-0.59819025,0.30840397,-0.056483544,-0.058035497,-0.56689864,-0.22645709,0.31235182,0.27890703
W683805,0.4303947,1.0819004,0.22649182,0.15284611,-0.49786463,0.18762378,0.30795777,-0.8059955,-0.51042646,-0.8137519,-0.34408107,-0.18599366,-0.6958663,0.22779493,0.3765502,0.25145528,0.20875186,-0.582298,0.6746809,-0.8299632,0.4116287,0.21251306,-0.54005903,-0.07610899,0.33032268,0.22062445,0.28175804,0.16118568,0.044170927,0.12966727
W684459,-0.9830696,0.92450887,0.6172909,-0.22194688,0.127117,-0.34886155,-0.35442144,0.17106241,-0.23881717,0.28778926,0.25026146,0.1811955,-0.06976726,0.49041912,-0.01567923,0.099622495,-0.25461417,-1.0328624,0.80521685,-0.03105478,0.018163934,-0.80310893,0.1560126,0.24202752,0.22611292,0.16730435,0.21408601,0.50330675,-0.45542225,0.118364416
W683954,-0.91718674,-0.042298317,-0.22916803,-0.16291106,-0.38153818,-0.50092256,0.38580215,-0.74911755,0.1546489,-0.6067447,0.24314627,-0.00077199447,0.3221074,-0.4344609,-0.061821174,0.06333705,0.2093142,-0.41557625,-0.036168363,-0.2212602,0.19260128,0.7491776,0.30635914,-0.2516371,0.5220078,0.18301937,0.5403741,-0.19885664,0.59406155,0.080258675
W840150,-0.8930226,0.1799048,0.5524931,-0.5896865,-0.4052124,-0.14428982,-0.12845162,-0.5546243,0.0061207893,-0.6594419,0.62436384,-0.20303234,-0.29357335,0.46699533,-0.7288571,0.13374121,-0.29492503,-0.6905413,-0.2542289,0.2833355,0.10821679,0.3630453,0.39081326,0.26293036,-0.051788494,-0.37682047,0.19672942,-0.30809116,0.33527255,-0.29838
W842300,-1.0267104,0.18403508,0.6322964,-0.6229095,-0.106367044,-0.89744675,0.17697491,-0.59452164,1.145613,0.50041115,-0.6120203,-0.48375687,-0.2628413,0.4935541,-0.2864572,-0.095001526,-0.8866619,-0.37577844,1.030622,-0.7662079,0.06514747,-0.31674597,-0.34830523,0.7887519,0.33336246,0.31897053,0.6638906,0.0870921,0.363231,-0.32507053
W692445,0.21297555,0.56957483,-0.6589531,0.054526404,-0.46071437,0.27601412,0.119266026,0.4674676,0.092941284,-0.39040014,0.45200264,-0.26485583,0.32320312,-0.1966925,0.26563227,-0.36443985,0.27907386,-0.25043795,-0.35916364,-1.0911126,0.49949047,-0.09204203,0.4257703,0.5199589,0.31432283,-0.36788547,0.44464535,0.07837553,-0.5239178,0.13885641
